process_name,fixed_dims,avg_final_linear,std_final_linear,avg_final_perm,std_final_perm,avg_final_angle,std_final_angle,avg_final_loss,std_final_loss,avg_historical_linear,avg_historical_perm,avg_historical_angle,avg_historical_loss,num_runs,total_training_time
InjectiveLinearDecoder,1,0.05336563065648079,0.05572594422032983,0.11079192902754834,0.06729792417808518,0.3251749575138092,0.011061356306932371,5.708058547973633,0.0005822331741361743,0.07112886192463339,0.13018245246852445,0.32122149422168733,5.718830179214478,5,208.26136660575867
Patches,1,0.25306876599788664,0.031072622560038742,0.2645668356785081,0.01610493800163509,0.282927531003952,0.007031972322576939,5.850055122375489,0.018693410129080927,0.38494687253832816,0.3923656023025099,0.25218230820298193,5.952125004959107,5,337.0167956352234
SpiralRotation,1,0.7229715704917907,0.3262383343728485,0.6288944439022278,0.2632395908101248,0.13594628870487213,0.10263676417363835,5.949097728729248,0.12489655269923897,0.7566291888952256,0.664943163912096,0.12902233152985573,6.001727111053467,5,217.11061811447144
InvertibleMLP,1,0.1344583997502923,0.11977574463502848,0.17793585856316535,0.10386243803777762,0.30497483611106874,0.030301593048412404,5.714909458160401,0.0013103564024775042,0.15751627503409982,0.1995700932928459,0.30094451652765275,5.736266134262085,5,214.63480067253113
Identity,1,0.06401605606079101,0.027301385985891,0.1425531450121912,0.013916330986270478,0.3223986685276031,0.006125997788061162,5.708557033538819,0.00022314866356132804,0.09967784481942654,0.17521876668696926,0.31462345464229585,5.723997261428833,5,208.6615607738495
