process_name,encoder_type,fixed_dims,avg_final_linear,std_final_linear,avg_final_perm,std_final_perm,avg_final_angle,std_final_angle,avg_final_loss,std_final_loss,avg_historical_linear,avg_historical_perm,avg_historical_angle,avg_historical_loss,num_runs,total_training_time
InjectiveLinearDecoder,LinearEncoder,1,0.9944753170013427,7.891441937305517e-05,0.8411931740786642,0.08369791704368792,0.046175699681043625,0.00022730635452542912,6.043163681030274,0.008124529525063763,0.9865468192338943,0.8369959531978138,0.05904089170843363,6.084334602737426,5,271.1976411342621
Patches,InversePatchesEncoder,1,0.8797665596008301,0.005541507384175861,0.6864822822415106,0.012665391961120792,0.10854489207267762,0.0024134312550876916,6.221802806854248,0.006194837705659216,0.8357406287908554,0.6752222392460308,0.12503115124702455,6.319211970520019,5,1024.8234605789185
SpiralRotation,InverseSpiralEncoder,1,0.9982871174812317,0.00036355875551581266,0.9989360530963269,0.0004131334404329789,0.01574749741703272,0.0024095182559561884,6.075088024139404,0.012648389410417989,0.963044205401279,0.9649094000262783,0.02848164331614971,6.143726110839844,5,321.75468826293945
InvertibleMLP,SphericalEncoder,1,0.2645223936066031,0.12624158576917283,0.24818144605813522,0.0935417990642002,0.27172088623046875,0.03150157549018533,5.717398262023925,0.0028449233611703914,0.27329448458999395,0.26364996745112995,0.2716955948829651,5.737002661705017,5,377.80005526542664
Identity,LinearEncoder,1,0.994388735294342,2.3379661877415686e-05,0.8005455531036129,0.09082666066836592,0.04695618897676468,0.0003195812253239367,6.058120155334473,0.008353693908352436,0.9537895266294479,0.7859137101985328,0.09405144691616296,6.1711474863052365,5,209.11183214187622
